Provider,ClaimCount,total_reimbursed,mean_claim_amount,max_claim_amount,InpatientReimbursement,OutpatientReimbursement,Inp_Outp_Reimbursement_Ratio,AvgAge,PercDeceased,Avg_ChronicCond_Alzheimer,Avg_ChronicCond_Heartfailure,Avg_ChronicCond_KidneyDisease,Avg_ChronicCond_Cancer,Avg_ChronicCond_ObstrPulmonary,Avg_ChronicCond_Depression,Avg_ChronicCond_Diabetes,Avg_ChronicCond_IschemicHeart,Avg_ChronicCond_Osteoporasis,Avg_ChronicCond_rheumatoidarthritis,Avg_ChronicCond_stroke,UniqueDiagnosisCodeCount,UniqueProcedureCodeCount,TotalClaimCount,AvgMonthlyClaimCount,MaxMonthlyClaimCount,TotalReimbursementOverall,AvgMonthlyReimbursement,MaxMonthlyReimbursement,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,UniqueStates,UniqueCounties,PotentialFraud
PRV54006,1.0,90.0,90.0,90.0,0.0,90.0,0.0,79.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,90.0,90.0,90.0,1.0,0.0,0.0,1.0,1.0,No
PRV54007,5.0,1400.0,280.0,1100.0,0.0,1400.0,0.0,77.8,0.0,1.6,1.2,1.6,2.0,1.8,2.0,1.4,1.2,2.0,2.0,1.8,8.0,0.0,5.0,1.0,1.0,1400.0,280.0,1100.0,2.0,0.0,1.0,1.0,1.0,No
PRV54008,50.0,12860.0,257.2,2700.0,0.0,12860.0,0.0,73.96,0.0,1.42,1.4,1.68,1.8,1.68,1.64,1.28,1.32,1.62,1.8,1.86,100.0,0.0,50.0,3.8461538461538463,9.0,12860.0,989.2307692307692,2700.0,2.0,0.0,2.0,1.0,2.0,No
PRV54009,1.0,40.0,40.0,40.0,0.0,40.0,0.0,69.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,40.0,40.0,40.0,1.0,0.0,0.0,1.0,1.0,No
PRV54011,2.0,70.0,35.0,40.0,0.0,70.0,0.0,69.0,0.0,1.0,2.0,2.0,2.0,2.0,1.5,1.0,1.0,1.5,2.0,2.0,2.0,0.0,2.0,1.0,1.0,70.0,35.0,40.0,2.0,0.0,0.0,1.0,1.0,No
PRV54012,7.0,3600.0,514.2857142857143,2600.0,0.0,3600.0,0.0,67.42857142857143,0.0,1.7142857142857142,1.4285714285714286,1.4285714285714286,1.8571428571428568,1.8571428571428568,1.4285714285714286,1.2857142857142858,1.2857142857142858,1.5714285714285714,1.5714285714285714,2.0,18.0,0.0,7.0,1.0,1.0,3600.0,514.2857142857143,2600.0,2.0,0.0,2.0,1.0,1.0,No
PRV54013,1.0,100.0,100.0,100.0,0.0,100.0,0.0,70.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,No
PRV54014,2.0,410.0,205.0,400.0,0.0,410.0,0.0,88.0,0.0,2.0,1.0,1.5,1.5,1.5,2.0,1.0,1.0,2.0,1.5,2.0,4.0,0.0,2.0,1.0,1.0,410.0,205.0,400.0,2.0,0.0,1.0,1.0,1.0,No
PRV54016,4.0,640.0,160.0,500.0,0.0,640.0,0.0,76.75,0.0,2.0,1.5,1.75,1.75,1.5,2.0,1.5,1.5,1.75,1.75,2.0,10.0,0.0,4.0,1.3333333333333333,2.0,640.0,213.33333333333331,590.0,2.0,0.0,1.0,1.0,2.0,No
PRV54017,13.0,2610.0,200.7692307692308,1800.0,0.0,2610.0,0.0,67.0,0.0,1.6153846153846154,1.5384615384615383,1.5384615384615383,2.0,1.5384615384615383,1.6153846153846154,1.5384615384615383,1.3076923076923077,1.7692307692307692,1.8461538461538465,2.0,27.0,0.0,13.0,1.8571428571428568,3.0,2610.0,372.8571428571428,1840.0,2.0,0.0,2.0,1.0,1.0,No
PRV54019,3.0,800.0,266.6666666666667,500.0,0.0,800.0,0.0,67.33333333333333,0.0,2.0,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.0,2.0,2.0,2.0,10.0,0.0,3.0,1.5,2.0,800.0,400.0,500.0,2.0,0.0,0.0,1.0,1.0,No
PRV54020,7.0,2050.0,292.85714285714283,800.0,0.0,2050.0,0.0,67.28571428571429,0.0,1.8571428571428568,1.7142857142857142,2.0,1.8571428571428568,2.0,1.5714285714285714,1.5714285714285714,1.0,1.4285714285714286,1.7142857142857142,2.0,24.0,0.0,7.0,1.0,1.0,2050.0,292.85714285714283,800.0,1.0,0.0,1.0,1.0,1.0,No
PRV54021,20.0,1980.0,99.0,700.0,0.0,1980.0,0.0,75.6,0.0,1.6,1.2,1.65,1.8,1.65,1.55,1.4,1.25,1.65,1.75,1.9,34.0,0.0,20.0,2.2222222222222223,3.0,1980.0,220.0,1100.0,2.0,0.0,1.0,1.0,1.0,No
PRV54023,18.0,2060.0,114.44444444444444,500.0,0.0,2060.0,0.0,76.94444444444444,0.0,1.6666666666666667,1.5555555555555556,1.7222222222222223,1.7777777777777777,1.7777777777777777,1.6666666666666667,1.2777777777777777,1.3333333333333333,1.4444444444444444,1.7777777777777777,1.9444444444444444,33.0,0.0,18.0,1.6363636363636365,3.0,2060.0,187.27272727272728,600.0,1.0,0.0,0.0,1.0,1.0,No
PRV54024,38.0,17870.0,470.2631578947368,3300.0,0.0,17870.0,0.0,69.23684210526316,0.0,1.736842105263158,1.3157894736842106,1.5789473684210529,1.8157894736842104,1.7894736842105263,1.394736842105263,1.263157894736842,1.3421052631578947,1.736842105263158,1.763157894736842,1.947368421052632,76.0,0.0,38.0,3.1666666666666665,5.0,17870.0,1489.1666666666667,5500.0,2.0,0.0,2.0,1.0,2.0,No
PRV54025,20.0,8980.0,449.0,3300.0,0.0,8980.0,0.0,68.7,0.0,1.65,1.5,1.5,1.8,1.55,1.7,1.3,1.2,1.5,1.55,2.0,49.0,0.0,20.0,2.5,5.0,8980.0,1122.5,4690.0,1.0,0.0,1.0,1.0,1.0,No
PRV54026,3.0,2420.0,806.6666666666666,2200.0,0.0,2420.0,0.0,74.33333333333333,0.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,2.0,4.0,0.0,3.0,1.0,1.0,2420.0,806.6666666666666,2200.0,2.0,0.0,0.0,1.0,1.0,No
PRV54027,14.0,1390.0,99.28571428571428,600.0,0.0,1390.0,0.0,73.71428571428571,0.0,1.7857142857142858,1.2142857142857142,1.4285714285714286,2.0,1.5714285714285714,1.6428571428571428,1.2857142857142858,1.0714285714285714,1.5714285714285714,1.9285714285714288,2.0,30.0,0.0,14.0,1.5555555555555556,3.0,1390.0,154.44444444444446,1000.0,2.0,0.0,2.0,1.0,1.0,No
PRV54028,6.0,720.0,120.0,400.0,0.0,720.0,0.0,68.0,0.0,1.6666666666666667,1.3333333333333333,1.5,1.8333333333333333,1.8333333333333333,1.5,1.1666666666666667,1.5,1.6666666666666667,1.8333333333333333,1.8333333333333333,15.0,0.0,6.0,1.2,2.0,720.0,144.0,400.0,3.0,0.0,2.0,1.0,2.0,No
PRV54029,2.0,320.0,160.0,300.0,0.0,320.0,0.0,74.5,0.0,1.5,1.5,2.0,1.0,2.0,1.5,2.0,1.5,1.5,2.0,2.0,4.0,0.0,2.0,1.0,1.0,320.0,160.0,300.0,1.0,0.0,0.0,1.0,1.0,No
PRV54030,14.0,2820.0,201.42857142857144,1900.0,0.0,2820.0,0.0,68.5,0.0,1.5,1.5,1.6428571428571428,1.7857142857142858,1.6428571428571428,1.7142857142857142,1.4285714285714286,1.1428571428571428,1.5,1.5714285714285714,1.7857142857142858,37.0,0.0,14.0,1.5555555555555556,3.0,2820.0,313.3333333333333,1900.0,2.0,0.0,2.0,1.0,2.0,No
PRV54031,5.0,2270.0,454.0,1800.0,0.0,2270.0,0.0,72.2,0.0,1.8,1.8,1.6,1.8,1.8,1.6,1.4,1.4,1.6,1.8,2.0,9.0,0.0,5.0,1.0,1.0,2270.0,454.0,1800.0,2.0,0.0,2.0,1.0,2.0,No
PRV54033,1.0,30.0,30.0,30.0,0.0,30.0,0.0,54.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,30.0,30.0,30.0,1.0,0.0,1.0,1.0,1.0,No
PRV54034,1.0,70.0,70.0,70.0,0.0,70.0,0.0,80.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,70.0,70.0,70.0,1.0,0.0,0.0,1.0,1.0,No
PRV54036,96.0,25670.0,267.3958333333333,3300.0,0.0,25670.0,0.0,71.4375,0.0,1.6354166666666667,1.4270833333333333,1.5729166666666667,1.875,1.7395833333333333,1.5625,1.28125,1.2083333333333333,1.6875,1.71875,1.84375,168.0,0.0,96.0,8.0,12.0,25670.0,2139.1666666666665,5630.0,3.0,0.0,3.0,1.0,5.0,No
PRV54037,17.0,10510.0,618.2352941176471,3300.0,0.0,10510.0,0.0,67.76470588235294,0.0,1.7058823529411764,1.3529411764705883,1.3529411764705883,1.8823529411764703,1.6470588235294117,1.411764705882353,1.1176470588235294,1.0588235294117647,1.7647058823529411,1.6470588235294117,1.7647058823529411,44.0,0.0,17.0,1.7,4.0,10510.0,1051.0,3300.0,2.0,0.0,1.0,1.0,3.0,No
PRV54038,17.0,5690.0,334.7058823529412,1900.0,0.0,5690.0,0.0,80.58823529411765,0.0,1.4705882352941178,1.2352941176470589,1.5294117647058822,1.8235294117647056,1.588235294117647,1.3529411764705883,1.1176470588235294,1.1176470588235294,1.5294117647058822,1.588235294117647,1.7058823529411764,32.0,0.0,17.0,1.8888888888888888,5.0,5690.0,632.2222222222222,1910.0,2.0,0.0,2.0,1.0,4.0,No
PRV54039,28.0,4770.0,170.35714285714286,900.0,0.0,4770.0,0.0,75.21428571428571,0.0,1.4642857142857142,1.2142857142857142,1.5,1.8214285714285716,1.6428571428571428,1.3214285714285714,1.3928571428571428,1.1071428571428572,1.6071428571428572,1.6071428571428572,1.7857142857142858,52.0,0.0,28.0,2.5454545454545454,6.0,4770.0,433.6363636363636,1160.0,1.0,0.0,1.0,1.0,3.0,No
PRV54040,2.0,250.0,125.0,200.0,0.0,250.0,0.0,65.5,0.0,1.5,1.5,1.5,2.0,2.0,1.5,1.0,1.5,2.0,1.5,2.0,7.0,0.0,2.0,1.0,1.0,250.0,125.0,200.0,1.0,0.0,0.0,1.0,2.0,No
PRV54041,64.0,35270.0,551.09375,14100.0,0.0,35270.0,0.0,76.6875,0.0,1.5625,1.328125,1.609375,1.84375,1.75,1.4375,1.109375,1.1875,1.6875,1.53125,1.640625,111.0,0.0,64.0,5.333333333333333,10.0,35270.0,2939.1666666666665,14420.0,4.0,0.0,3.0,1.0,4.0,No
PRV54043,3.0,5540.0,1846.6666666666667,3300.0,0.0,5540.0,0.0,69.33333333333333,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.0,1.3333333333333333,1.3333333333333333,1.0,2.0,1.6666666666666667,1.6666666666666667,6.0,0.0,3.0,1.0,1.0,5540.0,1846.6666666666667,3300.0,1.0,0.0,0.0,1.0,1.0,No
PRV54044,6.0,820.0,136.66666666666666,400.0,0.0,820.0,0.0,72.83333333333333,0.0,1.5,1.6666666666666667,1.8333333333333333,2.0,1.6666666666666667,1.5,1.3333333333333333,1.1666666666666667,1.6666666666666667,1.5,1.8333333333333333,13.0,0.0,6.0,1.5,2.0,820.0,205.0,400.0,6.0,0.0,1.0,1.0,1.0,No
PRV54045,3.0,240.0,80.0,90.0,0.0,240.0,0.0,61.333333333333336,0.0,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,1.0,1.0,1.6666666666666667,1.3333333333333333,2.0,10.0,0.0,3.0,1.0,1.0,240.0,80.0,90.0,1.0,0.0,1.0,1.0,1.0,No
PRV54046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,No
PRV54048,4.0,830.0,207.5,700.0,0.0,830.0,0.0,74.0,0.0,1.75,1.75,1.75,2.0,2.0,1.75,1.25,1.0,1.75,1.75,2.0,9.0,0.0,4.0,1.0,1.0,830.0,207.5,700.0,1.0,0.0,1.0,1.0,2.0,No
PRV54049,129.0,34500.0,267.4418604651163,3300.0,0.0,34500.0,0.0,69.84496124031008,0.0,1.6434108527131783,1.4651162790697674,1.550387596899225,1.8992248062015504,1.7364341085271318,1.4108527131782946,1.2325581395348837,1.3565891472868217,1.550387596899225,1.813953488372093,1.937984496124031,224.0,0.0,129.0,10.75,20.0,34500.0,2875.0,6420.0,5.0,0.0,4.0,1.0,3.0,No
PRV54050,1.0,500.0,500.0,500.0,0.0,500.0,0.0,84.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,500.0,500.0,500.0,1.0,0.0,1.0,1.0,1.0,No
PRV54051,5.0,38000.0,7600.0,13000.0,38000.0,0.0,38000.0,75.8,0.0,1.4,1.6,1.6,1.8,1.4,1.8,1.2,1.0,1.6,1.6,2.0,36.0,2.0,5.0,1.0,1.0,38000.0,7600.0,13000.0,1.0,1.0,0.0,1.0,3.0,No
PRV54052,6.0,75000.0,12500.0,27000.0,75000.0,0.0,75000.0,75.83333333333333,0.0,1.6666666666666667,1.5,1.0,1.6666666666666667,1.5,1.8333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.8333333333333333,1.8333333333333333,48.0,4.0,6.0,1.2,2.0,75000.0,15000.0,32000.0,1.0,1.0,0.0,1.0,2.0,No
PRV54053,1.0,10.0,10.0,10.0,0.0,10.0,0.0,83.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,0.0,1.0,1.0,1.0,No
PRV54054,1.0,5000.0,5000.0,5000.0,5000.0,0.0,5000.0,83.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,0.0,1.0,1.0,1.0,5000.0,5000.0,5000.0,1.0,0.0,0.0,1.0,1.0,No
PRV54055,25.0,214000.0,8560.0,35000.0,214000.0,0.0,214000.0,74.24,0.0,1.6,1.2,1.36,1.8,1.4,1.48,1.08,1.12,1.52,1.68,1.8,131.0,12.0,25.0,2.083333333333333,5.0,214000.0,17833.333333333332,59000.0,4.0,2.0,0.0,1.0,3.0,No
PRV54056,21.0,197000.0,9380.952380952382,30000.0,197000.0,0.0,197000.0,69.04761904761905,0.0,1.238095238095238,1.2857142857142858,1.2857142857142858,1.6666666666666667,1.2857142857142858,1.5238095238095235,1.0952380952380951,1.1904761904761905,1.5714285714285714,1.8571428571428568,1.809523809523809,129.0,10.0,21.0,1.75,3.0,197000.0,16416.666666666668,50000.0,2.0,2.0,0.0,1.0,1.0,Yes
PRV54057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,No
PRV54058,35.0,284000.0,8114.285714285715,28000.0,284000.0,0.0,284000.0,67.2,0.0,1.3714285714285714,1.2,1.2857142857142858,1.7428571428571429,1.3142857142857145,1.5142857142857142,1.2285714285714286,1.1714285714285717,1.6571428571428573,1.6,1.8,174.0,12.0,35.0,3.1818181818181817,8.0,284000.0,25818.18181818182,51000.0,2.0,2.0,0.0,1.0,2.0,No
PRV54059,18.0,172000.0,9555.555555555557,45000.0,172000.0,0.0,172000.0,69.27777777777777,0.0,1.6666666666666667,1.3888888888888888,1.2777777777777777,1.7777777777777777,1.6111111111111112,1.6111111111111112,1.1666666666666667,1.1666666666666667,1.5555555555555556,1.7777777777777777,1.8888888888888888,107.0,9.0,18.0,2.25,5.0,172000.0,21500.0,52000.0,4.0,5.0,0.0,1.0,4.0,No
PRV54060,16.0,164000.0,10250.0,21000.0,164000.0,0.0,164000.0,69.75,0.0,1.5,1.3125,1.3125,1.8125,1.625,1.4375,1.3125,1.1875,1.5625,1.8125,1.8125,102.0,10.0,16.0,2.0,3.0,164000.0,20500.0,54000.0,1.0,1.0,0.0,1.0,1.0,No
PRV54061,11.0,30470.0,2770.0,15000.0,30000.0,470.0,63.82978723404256,68.9090909090909,0.0,1.7272727272727273,1.181818181818182,1.2727272727272727,1.9090909090909087,1.5454545454545454,1.4545454545454546,1.0909090909090908,1.0,1.7272727272727273,1.5454545454545454,1.9090909090909087,40.0,2.0,11.0,1.8333333333333333,4.0,30470.0,5078.333333333333,15060.0,8.0,2.0,3.0,1.0,4.0,No
PRV54062,11.0,17730.0,1611.8181818181818,11000.0,15000.0,2730.0,5.494505494505495,77.72727272727273,0.0,1.4545454545454546,1.4545454545454546,1.3636363636363635,1.7272727272727273,1.3636363636363635,1.181818181818182,1.3636363636363635,1.2727272727272727,1.7272727272727273,1.818181818181818,2.0,34.0,0.0,11.0,1.5714285714285714,4.0,17730.0,2532.8571428571427,11100.0,7.0,0.0,3.0,2.0,6.0,No
PRV54063,17.0,8620.0,507.05882352941177,3300.0,3000.0,5620.0,0.5338078291814946,72.3529411764706,0.0,1.9411764705882355,1.6470588235294117,1.6470588235294117,1.8235294117647056,1.8823529411764703,1.588235294117647,1.4705882352941178,1.1176470588235294,1.4705882352941178,1.8235294117647056,2.0,41.0,0.0,17.0,1.8888888888888888,4.0,8620.0,957.7777777777778,6600.0,12.0,0.0,4.0,2.0,4.0,No
PRV54064,118.0,219900.0,1863.5593220338983,34000.0,179000.0,40900.0,4.376528117359413,75.89830508474576,0.0,1.7457627118644068,1.3305084745762712,1.4152542372881356,1.88135593220339,1.61864406779661,1.5932203389830508,1.2372881355932204,1.271186440677966,1.5423728813559323,1.6610169491525424,1.8305084745762712,269.0,10.0,118.0,9.833333333333334,17.0,219900.0,18325.0,52270.0,15.0,1.0,7.0,3.0,6.0,No
PRV54065,92.0,256520.0,2788.260869565217,23000.0,238000.0,18520.0,12.85097192224622,70.73913043478261,0.0,1.608695652173913,1.423913043478261,1.6304347826086956,1.7717391304347827,1.75,1.5978260869565215,1.2934782608695652,1.25,1.565217391304348,1.7173913043478262,1.923913043478261,248.0,16.0,92.0,7.076923076923077,11.0,256520.0,19732.30769230769,76240.0,19.0,4.0,11.0,2.0,17.0,Yes
PRV54066,142.0,40860.0,287.7464788732394,3300.0,0.0,40860.0,0.0,72.96478873239437,0.0,1.647887323943662,1.3098591549295775,1.5492957746478873,1.8591549295774648,1.6619718309859155,1.6408450704225352,1.2394366197183098,1.2535211267605637,1.6690140845070425,1.6830985915492958,1.880281690140845,249.0,0.0,142.0,11.833333333333334,17.0,40860.0,3405.0,8110.0,8.0,0.0,4.0,6.0,20.0,No
PRV54068,7.0,570.0,81.42857142857143,300.0,0.0,570.0,0.0,71.85714285714286,0.0,1.7142857142857142,1.2857142857142858,1.5714285714285714,1.8571428571428568,1.4285714285714286,1.4285714285714286,1.1428571428571428,1.2857142857142858,1.5714285714285714,1.7142857142857142,1.8571428571428568,19.0,0.0,7.0,1.0,1.0,570.0,81.42857142857143,300.0,7.0,0.0,1.0,2.0,3.0,No
PRV54070,1431.0,378920.0,264.7938504542278,3300.0,0.0,378920.0,0.0,73.44723969252271,0.0,1.6268343815513626,1.4304682040531098,1.612858141160028,1.8637316561844863,1.721174004192872,1.6002795248078268,1.3137665967854648,1.2264150943396226,1.713487071977638,1.7009084556254368,1.923130677847659,1403.0,0.0,1431.0,110.07692307692308,136.0,378920.0,29147.69230769231,44220.0,253.0,0.0,185.0,38.0,93.0,Yes
PRV54071,430.0,228490.0,531.3720930232558,20000.0,78000.0,150490.0,0.5183068642434713,73.05116279069767,0.0,1.627906976744186,1.3767441860465115,1.5953488372093023,1.8953488372093024,1.7325581395348837,1.5604651162790697,1.327906976744186,1.2744186046511627,1.727906976744186,1.7186046511627906,1.8627906976744184,571.0,4.0,430.0,33.07692307692308,43.0,228490.0,17576.153846153848,34760.0,23.0,4.0,6.0,7.0,28.0,No
PRV54072,30.0,105640.0,3521.333333333333,34000.0,99000.0,6640.0,14.909638554216867,68.4,0.0,1.7,1.4666666666666666,1.4666666666666666,1.8666666666666667,1.6,1.5333333333333334,1.2666666666666666,1.3333333333333333,1.6666666666666667,1.7333333333333334,1.9333333333333331,94.0,3.0,30.0,2.5,7.0,105640.0,8803.333333333334,54990.0,15.0,5.0,7.0,3.0,8.0,No
PRV54073,43.0,116300.0,2704.651162790697,34000.0,100000.0,16300.0,6.134969325153374,72.95348837209302,0.0,1.5348837209302326,1.5116279069767442,1.6511627906976745,1.744186046511628,1.6046511627906976,1.5813953488372092,1.255813953488372,1.4186046511627908,1.627906976744186,1.6744186046511629,2.0,108.0,4.0,43.0,3.583333333333333,7.0,116300.0,9691.666666666666,34180.0,18.0,3.0,10.0,1.0,11.0,No
PRV54074,113.0,342890.0,3034.424778761062,58000.0,319000.0,23890.0,13.35286730849728,73.56637168141593,0.0,1.584070796460177,1.424778761061947,1.575221238938053,1.8053097345132745,1.663716814159292,1.5486725663716814,1.3008849557522124,1.247787610619469,1.6814159292035398,1.7168141592920354,1.823008849557522,268.0,14.0,113.0,8.692307692307692,16.0,342890.0,26376.153846153848,88100.0,77.0,14.0,29.0,9.0,24.0,Yes
PRV54075,1490.0,689830.0,462.9731543624161,60000.0,286000.0,403830.0,0.7082188049426739,73.63557046979865,0.0,1.65503355704698,1.402013422818792,1.6087248322147651,1.874496644295302,1.7026845637583892,1.604026845637584,1.314765100671141,1.2402684563758388,1.708724832214765,1.7288590604026846,1.8838926174496644,1452.0,17.0,1490.0,114.6153846153846,158.0,689830.0,53063.84615384616,125610.0,37.0,14.0,8.0,14.0,61.0,Yes
PRV54076,50.0,91870.0,1837.4,23000.0,78000.0,13870.0,5.62364816149964,72.52,0.0,1.56,1.56,1.62,1.94,1.74,1.56,1.42,1.4,1.78,1.66,1.96,144.0,6.0,50.0,3.8461538461538463,9.0,91870.0,7066.923076923077,23000.0,25.0,4.0,11.0,6.0,19.0,No
PRV54077,75.0,537260.0,7163.466666666666,50000.0,521000.0,16260.0,32.04182041820418,72.33333333333333,0.0,1.56,1.3333333333333333,1.48,1.893333333333333,1.586666666666667,1.48,1.2266666666666666,1.1866666666666668,1.68,1.6133333333333333,1.8,262.0,24.0,75.0,6.25,11.0,537260.0,44771.66666666666,104430.0,18.0,1.0,7.0,6.0,20.0,Yes
PRV54078,118.0,214360.0,1816.6101694915253,42000.0,193000.0,21360.0,9.035580524344567,69.94915254237289,0.0,1.61864406779661,1.38135593220339,1.576271186440678,1.88135593220339,1.7118644067796611,1.5169491525423728,1.3559322033898304,1.2881355932203389,1.7033898305084745,1.7118644067796611,1.88135593220339,265.0,9.0,118.0,9.076923076923077,13.0,214360.0,16489.23076923077,45290.0,71.0,9.0,25.0,10.0,35.0,No
PRV54080,561.0,174360.0,310.8021390374332,11040.0,0.0,174360.0,0.0,73.301247771836,0.0,1.6131907308377895,1.3654188948306596,1.5401069518716577,1.862745098039216,1.641711229946524,1.5918003565062389,1.304812834224599,1.253119429590018,1.645276292335116,1.661319073083779,1.857397504456328,729.0,0.0,561.0,43.15384615384615,54.0,174360.0,13412.307692307691,32900.0,4.0,0.0,2.0,5.0,21.0,No
PRV54081,14.0,135200.0,9657.142857142857,29000.0,135000.0,200.0,675.0,73.92857142857143,0.0,1.5714285714285714,1.5,1.6428571428571428,1.7142857142857142,1.8571428571428568,1.7142857142857142,1.2857142857142858,1.2142857142857142,1.7857142857142858,1.7142857142857142,2.0,79.0,7.0,14.0,1.5555555555555556,2.0,135200.0,15022.222222222224,33000.0,9.0,5.0,1.0,2.0,6.0,No
PRV54082,10.0,35370.0,3537.0,10000.0,35000.0,370.0,94.5945945945946,76.7,0.0,1.5,1.5,1.3,1.8,1.7,1.4,1.5,1.3,1.7,1.7,1.8,42.0,4.0,10.0,1.4285714285714286,2.0,35370.0,5052.857142857143,10080.0,10.0,4.0,2.0,1.0,6.0,No
PRV54083,270.0,132190.0,489.5925925925926,28000.0,60000.0,72190.0,0.831140047097936,74.2925925925926,0.0,1.7037037037037035,1.4592592592592593,1.6,1.8666666666666667,1.7814814814814814,1.5,1.2481481481481482,1.2925925925925923,1.7185185185185186,1.6592592592592592,1.9185185185185183,430.0,4.0,270.0,20.76923076923077,34.0,132190.0,10168.46153846154,38460.0,12.0,4.0,3.0,4.0,18.0,No
PRV54084,48.0,82290.0,1714.375,23000.0,73000.0,9290.0,7.857911733046286,70.70833333333333,0.0,1.625,1.4166666666666667,1.6458333333333333,1.8333333333333333,1.6666666666666667,1.5416666666666667,1.3333333333333333,1.2291666666666667,1.6458333333333333,1.75,1.9583333333333333,116.0,5.0,48.0,4.0,7.0,82290.0,6857.5,23800.0,42.0,5.0,13.0,4.0,14.0,No
PRV54085,232.0,602040.0,2595.0,28000.0,552000.0,50040.0,11.03117505995204,72.20689655172414,0.0,1.6163793103448276,1.4655172413793105,1.5646551724137931,1.8706896551724137,1.7112068965517242,1.6853448275862069,1.362068965517241,1.2887931034482758,1.7241379310344829,1.737068965517241,1.875,486.0,29.0,232.0,17.846153846153847,24.0,602040.0,46310.769230769234,82290.0,145.0,32.0,61.0,17.0,49.0,No
PRV54086,64.0,11510.0,179.84375,2700.0,0.0,11510.0,0.0,76.796875,0.0,1.59375,1.5625,1.671875,1.859375,1.75,1.625,1.265625,1.375,1.734375,1.65625,1.875,125.0,0.0,64.0,5.333333333333333,10.0,11510.0,959.1666666666666,3390.0,38.0,0.0,23.0,11.0,19.0,No
PRV54089,41.0,91230.0,2225.121951219512,32000.0,76000.0,15230.0,4.990151017728168,70.4390243902439,0.0,1.7073170731707317,1.4146341463414631,1.5853658536585369,1.7804878048780488,1.7560975609756098,1.7317073170731707,1.2682926829268293,1.170731707317073,1.5853658536585369,1.5853658536585369,1.804878048780488,129.0,4.0,41.0,3.1538461538461537,6.0,91230.0,7017.692307692308,50080.0,21.0,5.0,9.0,3.0,12.0,No
PRV54090,188.0,320600.0,1705.3191489361702,27000.0,281000.0,39600.0,7.095959595959596,74.5,0.0,1.627659574468085,1.4627659574468086,1.4787234042553192,1.8617021276595744,1.7659574468085106,1.5372340425531914,1.25531914893617,1.2393617021276595,1.74468085106383,1.627659574468085,1.9148936170212767,376.0,13.0,188.0,14.461538461538462,21.0,320600.0,24661.53846153846,71470.0,17.0,3.0,9.0,5.0,16.0,No
PRV54091,111.0,22420.0,201.981981981982,3300.0,0.0,22420.0,0.0,77.30630630630631,0.0,1.5945945945945943,1.3963963963963963,1.7027027027027026,1.9189189189189189,1.8738738738738736,1.5855855855855856,1.3603603603603605,1.3153153153153154,1.7117117117117118,1.6936936936936935,1.9009009009009008,201.0,0.0,111.0,8.538461538461538,13.0,22420.0,1724.6153846153843,5330.0,3.0,0.0,1.0,2.0,6.0,No
PRV54092,468.0,136600.0,291.88034188034186,3300.0,0.0,136600.0,0.0,73.4594017094017,0.0,1.5876068376068375,1.3717948717948718,1.6388888888888888,1.8846153846153848,1.7200854700854702,1.5982905982905984,1.3162393162393162,1.2564102564102564,1.6965811965811963,1.685897435897436,1.948717948717949,637.0,0.0,468.0,36.0,50.0,136600.0,10507.692307692309,25020.0,163.0,0.0,108.0,21.0,67.0,No
